a,b,y
Hermione Hoby wrote for `` The Observer '' that `` Guardian '' is `` anthemic and power chord-heavy . '',Hermine Hoby wrote for `` The Observer '' that `` Guardian '' Heavy and Power Chord-anthemic `` is .,0
"Rebana in Jakarta is particularly connected with the Muslim community , such as the Minang in Sumatra and the Betawi in Indonesia .","Rebana in Jakarta is particularly associated with the Muslim community , such as the Minang in Sumatra and the Betawi in Indonesia .",1
"Andrés Gómez defeated Guillermo Pérez Roldán 6 -- 0 , 7 -- 6 , 3 - 6 , 0 - 6 , 6 - 2","Guillermo Pérez Roldán defeated Andrés Gómez 6 -- 0 , 7 -- 6 , 3 -- 6 , 0 -- 6 , 6 -- 2 .",0
"He was born on March 14 , 1981 in Erdington , West Midlands , and has an older brother , Cartwright , who is also an actor .","Cartwright was born on 14 March 1981 in Erdington , West Midlands . He has an older brother , Che Cartwright , who is also an actor .",0
"WORHP , also referred to by ESA as eNLP ( European NLP Solver ) , is a non-linear software library for numerically solving continuous mathematical optimization problems .","WORHP , also referred to as eNLP ( European NLP Solver ) , is a mathematical software library for numerically solving continuous , nonlinear optimization problems .",0
"An aggressive and energetic entrepreneur , he lost a fortune ( which he created ) and started the Crosbie dynasty .","As an aggressive and energetic entrepreneur , he lost a fortune ( which he created ) and started the crosbie dynasty .",1
The prosecution of Gaius Verres in 70 BC was a great forensic success for Cicero .,The persecution of Cicero in 70 BC was for Gaius Verres a great forensic success .,0
"It was released on February 19th , 2016 as the second single from their fourth studio album based on the zodiac `` Leo Rising '' via cheque booklet - records .","It was released on February 19th , 2016 as the fourth single from their second studio album based on the zodiac `` Leo Rising '' via cheque booklet - records .",0
"During the construction of the launch complexes 31 and 32 , which were built on the same site , LC-10 was subsequently demolished .","LC-10 was subsequently demolished during the construction of Launch Complexes 31 and 32 , which were built on the same site .",1
It is found on quartzite hills in the Wheatbelt region of Western Australia near Moora where it grows in sandy soils often with gravel .,"It is found on Quartzite hills in the Wheatbelt region of Western Australia near Moora , where it often grows with gravel in sandy floors .",1
"It began as a fishing village inhabited by German settlers from the region of Kaszub , as well as some Polish immigrants in 1870 .","It began as a fishing village inhabited by Polish settlers from the Kaszub region in 1870 , as well as by some German immigrants .",0
He gradually had contributions as a soldier and was apparently promoted .,Apparently he had contributions as a soldier and was progressively promoted .,0
"Murray Cantor , Distinguished Engineer of IBM , wrote `` Nate Silver 's signal and noise '' is an excellent description of how the forecast works .","Murray Cantor , IBM Distinguished Engineer , wrote `` Nate Silver 's '' The Signal and Noise `` is an excellent description of how prediction works .",1
The airline was established in 1990 and was owned by the New Zealand Post ( 50 % ) and Airwork ( 50 % ) .,The airline was established in 1990 and was owned by Airwork ( 50 % ) and New Zealand Post ( 50 % ) .,1
The 1987 -- 88 Toto Cup Artzit was the 4th season of the second tier League Cup since its introduction .,The 1987 -- 88 Toto Cup Artzit was the 4th season of the second league cup since its introduction .,1
A post office called Lodi was founded in 1837 and the post office was renamed Maple Park in 1880 .,"A post office called Maple Park was first established in 1837 , and the post office was renamed in Lodi in 1880 .",0
"But in recent years , the number of black Americans has increased in the city , and some have occupied well-kept areas in traditionally European areas .","But in recent years the number of European Americans in the city has increased , and some have occupied gentrified areas in traditionally black neighborhoods .",0
She sailed over Rio de Janeiro and arrived in Sydney on September 14 .,She sailed via Sydney and arrived in Rio de Janeiro on 14 September .,0
The Austin Catholic Academy and St. Thomas of Villanova College are officially sponsored and are not operated independently of the Augustinian Order .,"Of these , the Austin Catholic Academy and St. Thomas of Villanova College are operated independently and are not officially supported by the Augustinian Order .",0
"John M. Work was born January 3 , 1869 , in rural Iowa in Southeastern Washington County , the son of John H. Work , a farmer .","John M. Work was born on January 3 , 1869 in rural Iowa in southeastern Washington County , the son of John H. Work , a farmer .",1
"The instruments of Embergher are unequalled , not only the richness and fullness of tone are remarkable , but the intonation is also perfect ``","The instruments of Embergher are remarkable , not only are the richness and abundance of tone unsurpassed , but also the intonation is perfect .",0
"It is owned by the RTL Group , a subsidiary of RTL Nederland .","It is owned by RTL Nederland , a subsidiary of RTL Group .",0
Roger Kirk was born in Norfolk and brought up and trained in East London .,Roger Kirk was born in East London and brought up in Norfolk and educated .,0
"Cedarbrae Mall is a shopping mall in the Toronto , Ontario , Canada area of Scarborough located at the corner of Markham Road and Lawrence Avenue East .","Cedarbrae Mall is a shopping centre located in the area of Toronto , Ontario , Canada of Scarborough on the corner of Markham Road and Lawrence Avenue East .",1
"WORHP , also referred to as eNLP ( European NLP solver ) by ESA , is a nonlinear software library for solving continuous large scale mathematical optimization problems numerically .","WORHP , also referred to as eNLP ( European NLP Solver ) , is a mathematical software library for numerically solving continuous , nonlinear optimization problems on a large scale .",0
"Since 2008 , Hoyer has been touring Canada several times , once with Sean Nicholas Savage , once with Michael Rault , and twice with The Joe .","Hoyer has toured Canada several times since 2008 , including once with Sean Nicholas Savage , once with Michael Rault , and twice with The Joe .",1
"Although the ruins were discovered in 1888 by Samuel Alejandro Lafone Quevedo , they were first examined in 1897 by the archaeologist Juan Bautista Ambrosetti .","Although the ruins were examined in 1888 by Samuel Alejandro Lafone Quevedo , they were first discovered in 1897 by the archaeologist Juan Bautista Ambrosetti .",0
The first stamps used in Tunisia were those of the colonial power France of 1888 . Stamps specifically issued for Tunisia were issued from 1 July 1888 .,"The first stamps issued in Tunisia were those of the colonial power , France , from 1888 . Stamps specifically for Tunisia were used from 1 July , 1888 .",0
"At BHCC , Phillips Brooks preached his last sermon and his Christmas Carol `` O Little Town of Bethlehem '' had its first performance .",Phillips Brooks preached its last sermon at BHCC and its Christmas song `` O Little Town of Bethlehem '' had its first performance .,1
"It was released as a digital download on April 6 , 2010 , and was added on Modern Rock radio in the United States on May 5 , 2010 .","It was added on 6 April 2010 as a digital download and published on May 5 , 2010 by Modern Rock radio in the United States .",0
"In biology , biological specificity is the tendency of a characteristic , such as behavior or biochemical variation , in a particular way to occur .","In biology , biochemical specificity is the tendency of a characteristic , such as a behavior or a biological variation to occur in a particular species .",0
The Active pattern `` aphel '' is verbal Causative .,The active pattern `` aphel '' is causative verbal .,1
"In the early days , many wheelchair basketball players saw participation in individual wheelchair sports as complementary training for their primary interest in basketball .","In the early days , many wheelchair basketball players saw the participation in supplementary wheelchair sports as a basic training for their individual interest in basketball .",0
"Italy is a national park in the northeast of the national park Stelvio , founded in 1935 .","Stelvio National Park ( ; ) is a national park in the north-east of Italy , founded in 1935 .",0
He was born in Canada and died in Canada ’ s Ontario .,"He was born in Canada and died in Ontario , Canada .",1
"Thus , the white drops on a red field are an allusion to his name and his ancestry .","Thus , the red drops on a white field are an allusion to both his name and his ancestry .",0
"On 7 September 2011 , the Blue House officially scrapped plans for a rich tax deduction , marking the fundamental end of Mbnomics .","On 7 September 2011 , the Blue House officially scrapped plans for a rich tax deduction , marking the foundational end of Mbnomics .",1
"The series was written by Ed Brubaker , illustrated by Bryan Hitch and colorized by Butch Guice .","The series was inked by Ed Brubaker , written by Butch Guice , and illustrated by Bryan Hitch .",0
"Berkarat ( formerly Romanized as Berk ’ arrat , Berqarat , and Berkarrat ; also , Akhula ) is a town in the Aragatsotn Province of Armenia .","Berkarat ( formerly known as Berk 'Arrat , Berqarat and Berkarrat ; also Akhula Romanized ) is a town in the aragatsotn province of Armenia .",1
"A few years later , Hyman became himself Goodman pianist .","A few years later , Goodman himself became Hyman 's pianist .",0
Morris County is a residential community located in the northwest corner of Mine Hill Township .,Morris County is a residential community located in the north-western corner of Mine Hill Township .,1
`` CQ Politics '' considered this race as ' Tossup ' . `` The Cook Political Report '' rated it ' Lean Republican ' .,`` CQ Politics '' assessed this race as '' Tossup '' . `` The Cook Political Report '' considered it as '' Lean Republican `` .,0
"On 4 July 1968 , at Smith 's request , Harper resigned from the cabinet .","On 4 July 1968 , Smith resigned from the Cabinet at Harper 's request .",0
"Lloyd took over command of the 12th Field Artillery Brigade on 28 November , 1917 and then the 6th Field Artillery Brigade on 7 February , 1918 .","Lloyd took over the command of the 12th Feldartillerie - Brigade on November 28 , 1917 and then the 6th Field - Artillery - Brigade on February 7 , 1918 .",1
"General elections were held in India in 1998 , after the government convened in 1996 collapsed and the 12th Lok Sabha was elected .","In 1998 , parliamentary elections were held in India after the government called in 1996 collapsed and the 12th Lok Sabha was elected .",1
"Under Phil Testa , and later Nicky Scarfo , Frank served .",Phil Testa served under Frank and later Nicky Scarfo .,0
"Deposed in 1776 by the revolutionary government of Perth Amboy , William was arrested at his home in New Jersey , at the Proprietary House and imprisoned for a time .",William was deposed in 1776 by the revolutionary government of New Jersey and arrested at his home in Perth Amboy at the Proprietary House and temporarily imprisoned .,0
"In 1987 , Fallahian was appointed Chief Prosecutor by Ruhollah Khomeini of the Special Court for the Clergy , and led the trial of Mehdi Hashemi .",In 1987 Fallahian was appointed by Ruhollah Khomeini as chief prosecutor of the Special Court for the Clergy and led the trial against Mehdi Hashemi .,1
The Chinese ambassador in Apia is the official representative of the Government in Beijing to the Government of Samoa .,The Chinese Ambassador to Apia is the official representative of the government in Beijing with the Samoa government .,1
"The Sadrist movement left the Alliance before the December 2005 elections , which also brought the Iraqi National Congress firmly to the Alliance .","The Iraqi National Congress left the Alliance before the December 2005 elections , which also brought the Sadrist movement more to the Alliance .",0
Steckborn is a municipality in Frauenfeld District in the canton of Thurgau in Switzerland .,"Steckborn is a municipality in Thurgau , in the Canton of Frauenfeld , Switzerland .",0
Sissi units have more weapons served by the crew and fewer sniper rifles than regular infantry .,Sissi units have more crew served weapons and fewer sniper rifles than regular infantry .,1
"Ayeza Khan ( born Aiza Khan on 15 January ,1991 ) , also known as Kinza Khan , is a Pakistani television actress and model .","Ayeza Khan ( born January 15 , 1991 in Kinza Khan ) , known as Aiza Khan , is a Pakistani television actress and a model .",0
"Geographically , the NDP campaign focused on targeting seats in Toronto in Ottawa , Hamilton , Scarborough and Etobicoke and Northern Ontario .","Geographically , the NDP campaign focused on targeting seats in Toronto in Ottawa , Hamilton , Scarborough , and Etobicoke and North Ontario .",1
"His meeting with Dave Brubeck is documented in the 2011 book `` Taj-Mahal Foxtrot '' , by Naresh Fernandes .",His meeting with Naresh Fernandes is documented in the book `` Taj-Mahal Foxtrot '' by Dave Brubeck from 2011 .,0
Unrealistic is known to have great body proportions for his characters and `` Tenjho Tenge '' is no different .,Unrealistic is known for his characters to have great body proportions and `` Tenjho Tenge '' is no different .,1
"The bill passed the House 32-8 on April 2 , 2009 , and later passed the Senate 76-41 .",The bill happened the house 32-8 on 2 April 2009 and later the Senate 76-41 .,0
"Spooner founded the rock band Erikson with two fellow musicians in Madison , Wisconsin in 1974 .","In 1974 , Erik Erikson founded the rock band Spooner with two fellow musicians in Madison , Wisconsin .",0
The wizard Merlin had Arthur educated by the knight Sir Ector and his son Kay .,The wizard Merlin had Arthur brought up by the knight Sir Ector and his son Kay .,1
"In the 9th century Bethlehem went through control of the Islamic caliphates of the Abbasids , then in the 8th century the Umayyads .","In the 8th century Bethlehem went through control of the Islamic caliphates of the Umayyads , then in the 9th century the Abbasids .",0
The mechanism also has found thermobaric use in the military weapons .,The mechanism has also found thermobaric use in military weapons .,1
"From the early 1980s to the late 1990s , Cabble was the lead singer in the all female rock bands Clinic Q and then Miss B . Haven .","From the late 1980s to the early 1990s , Cabble was the lead singer in the female rock bands Clinic Q and then Miss B . Haven .",0
During the uprising of 1745 it was again held by Jakobites and visited twice by Bonnie Prince Charlie .,During the 1745 uprising it was twice visited by Jacobites and held again by Bonnie Prince Charlie .,0
"However , in 1919 , concluded that no more operational awards would be made for the recently decreed war .","In 1919 , however , no operational awards would be made for the recently concluded war .",0
"Similar to a CFG , a probabilistic context-free grammar can be defined by a Quintupel :","Similar to a CFG , a free context-probabilistic grammar can be defined by a quintuple .",0
"A quantum fluid refers to each system that shows quantum mechanical effects at the macroscopic level , such as superfluids , superconductors , ultracold atoms , etc .","A quantum mechanical fluid refers to any system that exhibits macroscopic effects at the quantum level such as superfluids , superconductors , ultracold atoms , etc .",0
"Translated into modern algebraic , an apotom can be interpreted as a rational number , formed by subtracting one square root of a square irrational number from another .","Translated into modern algebraic language , an apotome can be interpreted as a quadratic irrational number formed by subtracting one square root of a rational number from another .",0
Jacky Jasper and Marc Live joined forces with Kool Keith to release two albums as KHM .,Kool Keith and Marc Live joined with Jacky Jasper to release two albums as KHM .,0
Trujillo incorporated elements of contemporary art and native figures in a very hieratic style in his canvases .,Trujillo has incorporated in his canvases elements of local art and hieratic figures in a very contemporary style .,0
"Quintus Caecilius Metellus Macedonicus was the second son of the Roman politician , General Lucius Caecilius Metellus Diadematus .",Lucius Caecilius Metellus Diadematus was the second son of the Roman politician and General Quintus Caecilius Metellus Macedonicus .,0
"Heysi Villarreal ( born August 26 , 1986 in Cuba ) is an Olympic and a national record swimmer from Havana .","Heysi Villarreal ( born August 26 , 1986 in Havana , Cuba ) is an Olympic and national record floating swimmer from Cuba .",1
Until 1971 the Southern Pacific Railroad operated from its Third and Townsend Depot commuter trains to San Jose and long distance trains to Los Angeles .,"Until 1971 , the Southern Pacific Railroad operated from its Third and Townsend depots public trains to San Jose and long distance trains to Los Angeles .",1
"The Legacy of the Aldenata , also known as the Posleen War Series , is the military universe of one of John Ringo 's fictional science fiction series .","The heritage of the Aldenata , also known as the Posleen War Series , is the military universe of one of the fictional science - fiction - series by John Ringo .",1
"Mayer ( 2001 ) says Hyman , `` wrote the definitive work on loyalty tests throughout the American history .","Hyman ( 2001 ) said Mayer , `` wrote the definitive work on loyalty tests throughout American history .",0
"Much of the film was shot in Gladstone , New Jersey , New Brunswick , and the Palisades Park , the producer 's home .","Much of the film was shot in Gladstone , New Jersey ; New Brunswick ; and the Palisades Park home of the producer .",1
"The others were Donald Carr from Repton School and the Etonian , Luke White .",The others were Luke White of the Repton School and Etonian Donald Carr .,0
The moai statues of Easter Island ( Chile ) appear as enemies in several `` Gradius '' games .,The Moai statues of Chile ( Easter Island ) appear in several `` gradius '' plays as enemies .,1
"A cover version by Sinitta appeared in 1989 , produced by Phil Harding and Ian Curnow .","In 1989 , a cover version of Sinitta , produced by Phil Harding and Ian Curnow , appeared .",1
In the London production the role was played by Robbie Scotcher and the role was taken over by Jerome Pradon on 23 June 2008 .,"In London production , the role of Robbie Scotcher was played and the role was taken on 23 June 2008 by Jerome Pradon .",1
"In the week before the incident with Coventry fans , 13 men were arrested after clashes between fans from Leicester and Norwich , in which some men suffered slight injuries .","The week before the incident with Coventry fans , 13 men were arrested after clashes between fans from Leicester and Norwich in which some men sustained minor injuries .",1
Temuka was a parliamentary electorate in the New Zealand region of Canterbury from 1911 to 1946 . The electorate was represented by four Members of Parliament .,"From 1911 to 1946 , Temuka was a parliamentary electorate in the Canterbury region of New Zealand and was represented by four Members of Parliament .",0
"The 2013 Texas A & M University football team represented Texas A & M Aggies in the 2013 , NCAA Division I FBS football season . They played their home games at Kyle Field .",The football team of Texas A 'M University from 2013 represented Texas A ' M Aggies in the FBS season of NCAA Division I . They played their home games at Kyle Field .,1
"Copies of the Leach catapult , made locally by the Royal Engineers , were used in the Gallipoli Campaign .","Copies of the Leach catapult , which were used by the Royal Engineers locally , were made in the Gallipoli campaign .",0
The expansion of China Airlines ' political presence has long been limited by Taiwan 's international status .,The expansion of the international presence of China Airlines has long been limited by the political status of Taiwan .,0
"In October 2001 , he defended his PhD in Psychology at the Free University of Brussels on the subject of cognitive models of human hypertext navigation .",He defended his Ph.D. in Psychology from the Free University of Brussels in October 2001 on the subject of cognitive models of human hypertext navigation .,1
"Hall Island ( Russian : `` Остров Галля '' ; `` Ostrov Gallya '' ) is an island in Franz Josef Land , Oblast Archangelsk , Russia .","Hall Island ( Russian : `` Остров Галля '' ; `` Ostrov Gallya '' ) is an island in Franz Josef Land , Arkhangelsk Oblast , Russia .",1
"Note that Ionia and Aeolis were not considered separate units of the Persians , while Lycia was included in offshore - Caria and Sparda - the semi-autonomous islands .","Note that Ionia and Aeolis was not considered separate entities by the Persians , while Lycia were included in offshore Caria and Sparda included the semi-autonomous islands .",1
"The nest is generally a flat cup , but can be deep with a deepening for the eggs .",The nest is generally a deep cup but can be flat with a depression for the eggs .,0
Another feature of traditional houses is their unique design for the cooling of the interior in summer and for heating in winter .,Another unique feature of traditional houses is their special design for cooling the interior in summer and heating the interior in winter .,1
Pepsi Next was established in March 2013 in France and in March 2014 in Finland and Canada .,"Pepsi Next was first introduced in France in March 2013 , and in Finland and Canada in March 2014 .",1
"After the resignation of Drew and the attitude of Jennings B. Whitworth in December 1954 , Crisp was retained as a line coach .",Crisp was again retained as line coach after the resignation of Jennings B. Whitworth and the hiring of Drew in December 1954 .,0
"The concept of a redistribution system is at least as old as the concept of Pharaoh , which means `` great house '' and describes the royal palace .","The concept of a redistributive system is at least as old as the concept of Pharaoh , which means '' great house `` and describes the Royal Palace .",1
"In 1858 he graduated from the Galatasaray Gymnasium in Shumen and became a teacher in Istanbul , where he remained until 1864 .","In 1858 he completed the Galatasaray High School in Istanbul and became a teacher in Shumen , where he remained until 1864 .",0
"Some had several corpses so bound in canvas that the stiff , sharp outline of death was easily traceable .","Some had traceable corpses so tied up in canvas that the stiff , sharp outline of death was easily several .",0
Mr Cave made the highest bid for Mr Payne 's goods at an auction .,"At an auction , Mr Payne submitted the highest bid for Mr Cave 's goods .",0
These puppets had covered their English or Spanish names with a sticker with the German name or sometimes nothing at all .,These puppets had covered their English or German names with a sticker with the Spanish name or sometimes nothing at all .,0
"He sent his brother , the younger Cyrus , to relieve Tissaphernes of his command over Lydia .",He sent his brother Tissaphernes the younger to relieve Cyrus of his command over Lydia .,0
"It became one of the four British chemical companies that merged with Brunner Mond , Nobel Explosives and United Alkali Company in 1926 to set up Imperial Chemical Industries .","It became one of the four British chemical companies which merged in 1926 with Brunner Mond , Nobel Explosives and Imperial Chemical Industries to form United Alkali Company .",0
It was based on a novel by Robert Suhosky and was turned into a screenplay by James Hardiman .,It was based on a novel by Robert Suhosky and turned into a screenplay by James Hardiman .,1
Pimpini plays in Second position as a Second and is right-handed .,Pimpini plays as second in the second position and is right-handed .,1
"Nashville , TN is part of the Hopkinsville television market .","Hopkinsville is part of the television market of Nashville , TN .",0
"The Hunters is a 2011 French crime horror thriller film directed by Chris Briant . The film was produced by Antoine Huet ,","The film The Hunters is a French crime - horror - thriller - film from 2011 by Chris Briant , produced by Antoine Huet .",1
The Saul region is a semi-open belt of dry forest and savannas that are more characteristic of the province of Guayana Lowland .,The Saul region is a dry belt of semi-open forest and savannas that are more characteristic of the province of Guayana Lowland .,0
ProxmapSearch uses the proxMap array generated by a previously created ProxmapSort to find keys in the sorted array A2 in constant time .,ProxmapSearch uses the proxMap array generated by a previously done ProxmapSort to find keys in the sorted array A2 in constant time .,1
"Bonchurch is situated on the southern coast of the Isle of Wight , England just to the east of the village of Monks Bay .","is located on the southern coast of the Isle of Wight , England , to the east of the village of Monks Bay .",1
"In South Korea , the Korean New Right movement is a neo-conservative attempt at Korean politics .","In South Korea , the South Korean New Right movement is a neoconservative attempt at Korean politics .",1
"It is endemic to Hawaii , where it is only known from the northern Koolau Mountains of Oahu .","It is endemic to Oahu , where it is known only from the northern Coolau Mountains of Hawaii .",0
"Danj ( also known as Qūchkānlū ) is a village in the district of Esfarayen , North - Khorasan - Province , Iran , in the Azari county in the central district .","Danj ( also known as Qūchkānlū ) is a village in Esfarayen County , North Khorasan Province , Iran , in the Azari Rural District of Central District .",1
"Doriano Romboni ( December 8 , 1968 in Lerici , Italy -- 30 November 2013 in Latina , Italy ) was an Italian Grand Prix - Motorcycle - Road Racer .","Doriano Romboni ( 8 December 1968 in Italy -- 30 November 2013 in Latina , Lerici , Italy ) was an Italian Grand Prix motorcycle road racer .",0
"Walter Hart ( or Walter Lyhert , died May 24 , 1472 ) was a medieval bishop of Norwich .",Walter Hart ( or Walter Lyhert ; died 24 May 1472 ) was a medieval Bishop of Norwich .,1
"Thompson was born in Juniata County , Pennsylvania , entered Port Royal , Pennsylvania , and was later buried in Perrysville .","Thompson was born in Juniata County , Pennsylvania , entered service in Port Royal , Pennsylvania , and was later buried in Perrysville .",1
"According to Pier Jaarsma in 2011 , neurodiversity is a `` typical neurological concept '' , which `` regards normal human development as a controversial difference '' .","According to Pier Jaarsma in 2011 , neurodiversity is a `` typical neurological concept '' that `` regards normal human development as a controversial difference '' .",1
"New teaching sites were opened in the 1990s in Ivrea , Mondovì , Biella , Alessandria and Vercelli .","New teaching sites were opened in the 1990s in Alessandria , Biella , Ivrea , Mondovì and Vercelli .",1
"The `` formal operations '' are the addition and multiplication of rational series , together with iteration .","The `` rational operations '' are the addition and multiplication of formal series , together with the iteration .",0
"Trained by César Cielo , coach of the American swimmer Bob Bowman , at the University of Michigan , he is a childhood friend of Michael Phelps .","Trained with Bob Bowman , the coach of the American swimmer Michael Phelps , at the University of Michigan , he is a childhood friend of César Cielo .",0
"The development of the energy business included the opening of a special office in Middlesbrough and the construction of a new vessel , Cable Enterprise .","The development of the energy business included the opening of a specialist office in Middlesbrough and the construction of a new vessel , Cable Enterprise .",1
"France won a medal in each of the three team events , but took no more gold medals .","In each of the three team events France took a medal , but no longer won gold medals .",1
"In November 2005 , Robert Israel sold the weekly Plotkin to Mitchell in Bolinas , California .","In November 2005 , Robert Israel Plotkin sold the weekly to Mitchell of Bolinas , California .",0
"`` FIFA Manager 12 '' is a football manager - simulation video game , developed by Bright Future GmbH and published by EA Sports worldwide under the label Electronic Arts .",`` FIFA Manager 12 '' is a football manager simulation video game developed by Bright Future GmbH and published by EA Sports worldwide under the Electronic Arts label .,1
"According to Pier Jaarsma in 2011 , neurodiversity is a `` typical neurological concept '' , which `` regards normal human development as a controversial difference '' .","According to Pier Jaarsma in 2011 , neurodiversity is a `` controversial concept '' that considers '' atypical neurological development as a normal human difference `` .",0
"Brush Valley Township was formed from Wheatfield Township in 1835 , and named for the valley of Brush Creek .",Brush Valley Township was formed in 1835 from Wheatfield Township and named after the Brush Creek Valley .,1
Kinetic Compensation : An increase in the pre-exponential factors tends to compensate for the rise in activation energy :,Kinetic compensation : an increase in the pre-exponential factors tends to compensate for the increase in activation energy :,1
The objective is to find the empirical control parameters that best represent the optimal distribution of a given row .,The objective is to find the empirical control parameters that best represent the optimal distribution of a given dataset .,1
Norton Township was originally called the Sumner Township and was founded in 1858 under the latter name .,Sumner Township was originally called Norton Township and under the latter name was organized in 1858 .,0
"Inspirica , Inc. houses approximately 300 people and serves more than 800 people each year .","Each night Inspirica , Inc. serves approximately 300 people and each year houses more than 800 people .",0
"In September 2003 , Marta Hillers ( a German literature editor ) identified the anonymous author as the journalist Jens Bisky , who died in 2001 .","In September 2003 , Marta Hillers ( a German literary editor ) identified the anonymous author as journalist Jens Bisky , who had died in 2001 .",1
"The US 9 leads to Cape May -- Lewes Ferry , which crosses the Delaware Bay to Lewes , Delaware .","US 9 leads to the Cape May -- Lewes Ferry , which heads across the Delaware Bay to Lewes , Delaware .",1
New boys and girls will come to the Pretty Land School of Arts and already known people will have to deal with complicated and funny situations .,New boys and girls will come to the Pretty Land School of Arts and already known people will have to face complicated and funny situations .,1
"The current Chief Executive is Mathew Walker , and the Chair from 2002 to 2009 was Martin Dean who was succeeded by Eric Bowen .","The current Chief Executive is Martin Dean , and the leader from 2002 to 2009 was Mathew Walker , who was followed by Eric Bowen .",0
"On September 15 , 2015 , Johnson signed with the Polish team SCM CSU Craiova , Johnson signed on 17 July 2016 with the Romanian team Stal Ostrów Wielkopolski .","On September 15 , 2015 , Johnson signed with Polish team SCM CSU Craiova . On July 17 , 2016 , Johnson signed with Romanian team Stal Ostrów Wielkopolski .",1
Cribbins wears on his hat the badge of the parachute - regiment where Mott served during his national service .,"Cribbins wears on his hat the badge of the Parachute Regiment , in which Mott served during his National Service .",1
"Almost all the people in the district of Phu Tan had to be evacuated ( mainly in the Cho Moi , An Phu ) .","Almost all of the people in Phu Tan district had to be evacuated ( mainly to the Cho Moi , An Phu ) .",1
Senator Kennedy telephoned Albert Gore Sr. to inform him that some of his constituents had called to voice their objections to integration .,Senator Kennedy called Albert Gore Sr. to inform him that some of his constituents had expressed their objections to integration .,1
"Suq Al Lail is a neighborhood of Mecca in Saudi Arabia , in the western province of Makkah .","Suq Al Lail is a neighborhood of Mecca in Saudi Arabia , in western Makkah Province .",1
Qtractor intends to provide a digital audio workstation software that is simple enough for the average home user and yet powerful enough for the professional user .,"Qtractor 's intention is to provide digital audio workstation software powerful enough for the average home user , and yet simple enough for the professional user .",0
"Finsch 's monitor was only known from Blanche Bay , Ralum , and New Britain in Massawa .","The Finsch monitor was known only from Blanche Bay , Ralum and New Britain in Massawa .",1
"Rolly Tasker won Australia 's first sail medal at the Melbourne Olympic Games in 1956 , when he and John Scott won a silver medal in their 12 m sharp .",Rolly Tasker won Australia 's first sailing medal at the 1956 Olympic Games in Melbourne when he and John Scott won a silver medal in their 12 m Sharpie .,1
Between five and twelve blossoms are loosely arranged along a high stem or more flowers .,Between five and twelve flowers are loosely arranged along a flowering stem or more high .,0
He and Sant Dnyaneshwar were the popular Sants and both revered Lord Vitthal .,He and Sant Dnyaneshwar worshiped the popular sants and both were Lord Vitthal .,0
"Dharmapuram is a village near the town of Srikakulam in Ponduru Mandal Division in Andhra Pradesh , India .","Srikakulam is a village near Dharmapuram town in Ponduru Mandal Division in Andhra Pradesh , India .",0
"The unlucky drivers turned out to be Max Wissel ( FC Basel 1893 ) , Ryan Dalziel ( Rangers F.C . )","The carpenters turned out to be Max Wissel ( FC Basel 1893 ) , Ryan Dalziel ( Rangers F.C . )",0
Such a modified peptide or a `` distorted key '' will automatically become an inhibitor candidate against HIV protease .,Such a distorted peptide or `` modified key '' becomes an inhibitor candidate against HIV protease automatically .,0
"Hard Candy is the fourth studio album by Counting Crows , released in the United States on June 7 , 2002 and the following day in the United Kingdom .",Hard Candy is the fourth studio album of Counting Crows published on 7 June 2002 and the following day in the United States in the United Kingdom .,0
"The first Syracuse Chiefs baseball team was established in 1934 , when the Jersey City Skeeters moved to Syracuse and were renamed the Chiefs .","The first baseball team of the Syracuse Chiefs was founded in 1934 , when the Jersey City Skeeters were moved to Syracuse and renamed to Chiefs .",1
"The film was produced by Bruce David Janu , directed and processed , the soundtrack was composed by Tom Flannery and Lorne Clarke .","The film was produced , directed and edited by Bruce David Janu . The soundtrack was composed by Tom Flannery and Lorne Clarke .",1
"Melodies were used by composers such as Franz Liszt , Ludwig van Beethoven , Pablo de Sarasate and others .","Bihari 's melodies were used by such composers as Franz Liszt , Ludwig van Beethoven , Pablo de Sarasate and others .",1
"In the final , Herbert and Maxime Teixeira defeated Alessandro Giannessi and João Sousa 6 : 4 , 6 : 3 .","Pierre-Hugues Herbert and Alessandro Giannessi and João Sousa defeated Maxime Teixeira 6 -- 4 , 6 -- 3 in the final .",0
"Devnya is also the seat of the municipality of Devnya ( part of the province of Varna ) , which includes the following 2 villages :","The province of Varna is also the seat of the municipality of Devnya ( part of Devnya ) , which includes the following 2 villages :",0
"On January 16 , 2009 , Hollins was traded with Matt Carroll in exchange for DeSagana Diop to Dallas Mavericks .","On 16 January 2009 , Hollins was traded with DeSagana Diop to Dallas Mavericks , in exchange for Matt Carroll .",0
"is a 1947 Donald Duck short , produced by Walt Disney and directed by Jack King for Walt Disney Productions and RKO Radio Pictures .","Wide Open Spaces is a 1947 Donald Duck short cartoon , produced by Walt Disney and directed by Jack King for Walt Disney Productions and RKO Radio Pictures .",0
"Ranjit Singh marched to ( Rawalpindi ) , from there to ( Rohtas ) and via ( Sarai Kala ) reached Sirikot .","Ranjit Singh marched to ( Rohtas ) , from there to Rawalpindi and to Sirikot via ( Sarai Kala ) .",0
